City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Eureka,US,2022-05-14 14:54:35,40.8021,-124.1637,57.2,96,89,3.09
295,Yatou,CN,2022-05-14 14:54:35,37.15,122.3833,49.77,43,96,5.99
296,Port Hardy,CA,2022-05-14 14:54:35,50.6996,-127.4199,42.98,93,100,2.3
297,Simdega,IN,2022-05-14 14:54:36,22.6167,84.5167,94.33,24,87,9.84
298,Nynashamn,SE,2022-05-14 14:54:36,58.9034,17.9479,57.16,57,100,6.02
299,Capela Do Alto,BR,2022-05-14 14:54:36,-23.4706,-47.7347,73.06,55,15,4.52
300,Elat,IL,2022-05-14 14:54:37,29.5581,34.9482,100.24,14,70,10.36
301,Alyangula,AU,2022-05-14 14:54:37,-13.8483,136.4192,75.22,62,100,7.67
302,Ahlat,TR,2022-05-14 14:54:37,38.7518,42.4814,60.69,53,73,4.54
303,Nanortalik,GL,2022-05-14 14:54:38,60.1432,-45.2371,32.5,78,90,8.57
304,Manakara,MG,2022-05-14 14:54:38,-22.1333,48.0167,70.77,73,11,5.79
305,Etchojoa,MX,2022-05-14 14:54:38,26.9167,-109.6333,81.63,22,84,3.53
306,Vanimo,PG,2022-05-14 14:54:39,-2.6741,141.3028,78.69,83,97,2.59
307,Beloha,MG,2022-05-14 14:54:39,-25.1667,45.05,71.74,61,0,8.81
308,Yangjiang,CN,2022-05-14 14:54:39,21.85,111.9667,76.1,93,92,4.29
309,Christchurch,NZ,2022-05-14 14:52:30,-43.5333,172.6333,53.94,87,75,13.8
310,Talaya,RU,2022-05-14 14:54:40,61.3833,152.75,28.2,91,100,4.97
311,Beira,MZ,2022-05-14 14:54:40,-19.8436,34.8389,80.69,61,20,8.05
312,Maua,BR,2022-05-14 14:54:40,-23.6678,-46.4614,75.07,66,5,4.0
313,Doha,QA,2022-05-14 14:50:50,25.2867,51.5333,91.71,21,0,16.11
314,Vila Franca Do Campo,PT,2022-05-14 14:54:41,37.7167,-25.4333,64.81,72,39,16.87
315,Broome,US,2022-05-14 14:54:41,42.2506,-75.833,76.46,63,91,5.99
316,Kalmunai,LK,2022-05-14 14:54:41,7.4167,81.8167,81.05,82,100,8.23
317,Ampanihy,MG,2022-05-14 14:54:42,-24.7,44.75,75.65,42,0,7.49
318,Zaysan,KZ,2022-05-14 14:54:42,47.4667,84.8667,67.66,23,100,7.54
319,Tessalit,ML,2022-05-14 14:54:43,20.1986,1.0114,99.91,5,0,8.9
320,Arica,CL,2022-05-14 14:54:43,-18.475,-70.3042,64.63,68,100,1.14
321,Fairbanks,US,2022-05-14 14:54:43,64.8378,-147.7164,35.31,94,75,3.44
322,Sakakah,SA,2022-05-14 14:54:44,29.9697,40.2064,96.37,11,18,10.11
323,Batemans Bay,AU,2022-05-14 14:54:44,-35.7167,150.1833,66.09,86,93,3.24
324,Pangnirtung,CA,2022-05-14 14:54:44,66.1451,-65.7125,17.6,79,40,5.75
325,Tuktoyaktuk,CA,2022-05-14 14:55:45,69.4541,-133.0374,21.2,93,100,11.5
326,Dandong,CN,2022-05-14 14:54:17,40.1292,124.3947,48.07,31,0,2.39
327,Yuanping,CN,2022-05-14 14:55:45,38.7153,112.7575,54.73,27,33,3.53
328,Nicolas Bravo,MX,2022-05-14 14:55:45,18.45,-88.9167,86.13,46,0,4.09
329,Sambava,MG,2022-05-14 14:54:23,-14.2667,50.1667,77.63,70,0,17.81
330,Colborne,CA,2022-05-14 14:55:46,44.0001,-77.8828,76.57,86,47,3.74
331,Toowoomba,AU,2022-05-14 14:55:46,-27.55,151.9667,65.25,98,100,1.01
332,Pathein,MM,2022-05-14 14:55:46,16.7833,94.7333,83.07,78,11,6.26
333,Denpasar,ID,2022-05-14 14:55:47,-8.65,115.2167,83.86,88,20,4.61
334,Garwa,IN,2022-05-14 14:55:47,24.1833,83.8167,96.64,8,5,3.74
335,Fairlie,GB,2022-05-14 14:55:47,55.756,-4.8556,64.22,76,100,4.85
336,Kirakira,SB,2022-05-14 14:55:48,-10.4544,161.9205,78.91,84,7,3.78
337,Kabala,SL,2022-05-14 14:55:48,9.5833,-11.55,100.09,27,29,1.03
338,Fukue,JP,2022-05-14 14:55:48,32.6881,128.8419,64.98,56,72,21.07
339,Trelew,AR,2022-05-14 14:55:49,-43.249,-65.3051,53.01,45,0,17.92
340,Hofn,IS,2022-05-14 14:55:49,64.2539,-15.2082,38.7,91,100,13.33
341,Orlik,RU,2022-05-14 14:55:49,52.5178,99.825,45.39,33,31,3.76
342,Kimbe,PG,2022-05-14 14:55:50,-5.5502,150.1429,78.53,87,85,0.27
343,Hailar,CN,2022-05-14 14:55:50,49.2,119.7,46.94,50,75,9.69
344,Marrakesh,MA,2022-05-14 14:55:50,31.6315,-8.0083,89.67,20,40,8.05
345,Le Port,RE,2022-05-14 14:55:51,-20.9373,55.2919,75.2,74,50,2.19
346,Bubaque,GW,2022-05-14 14:55:51,11.2833,-15.8333,78.4,79,42,11.74
347,Marsabit,KE,2022-05-14 14:55:51,2.3284,37.9899,74.77,50,72,13.87
348,Richards Bay,ZA,2022-05-14 14:55:52,-28.783,32.0377,69.91,86,100,6.62
349,Barkhan,PK,2022-05-14 14:55:52,29.8977,69.5256,89.42,7,0,7.96
350,Gresik,ID,2022-05-14 14:55:52,-7.1539,112.6561,82.31,88,100,2.53
351,Necochea,AR,2022-05-14 14:55:53,-38.5473,-58.7368,55.02,51,0,11.95
352,Natchitoches,US,2022-05-14 14:55:53,31.7668,-93.1335,76.05,88,100,6.91
353,Kawalu,ID,2022-05-14 14:55:57,-7.3817,108.2082,74.77,96,100,1.12
354,Santo Domingo,DO,2022-05-14 14:51:14,18.5001,-69.9886,84.92,73,75,8.05
355,Marystown,CA,2022-05-14 14:55:57,47.1666,-55.1483,42.69,96,100,12.01
356,Sefophe,BW,2022-05-14 14:55:58,-22.1833,27.9667,80.06,21,5,9.51
357,Pau Dos Ferros,BR,2022-05-14 14:55:58,-6.1125,-38.2063,90.7,45,46,10.0
358,Bogovina,RS,2022-05-14 14:55:58,43.895,21.9403,73.6,52,44,11.72
359,San Policarpo,PH,2022-05-14 14:55:59,12.1791,125.5072,81.41,83,58,9.24
360,Xudat,AZ,2022-05-14 14:55:59,41.631,48.681,65.44,69,35,7.02
361,Carmen,MX,2022-05-14 14:55:55,18.6333,-91.8333,82.44,69,0,8.05
362,Ati,TD,2022-05-14 14:55:59,13.2154,18.3353,106.57,15,71,11.05
363,Tabou,CI,2022-05-14 14:56:00,4.423,-7.3528,75.04,90,91,12.84
364,Bandar-E Lengeh,IR,2022-05-14 14:56:00,26.5579,54.8807,84.31,61,0,16.11
365,Strezhevoy,RU,2022-05-14 14:56:00,60.7333,77.5889,61.95,61,100,2.8
366,Vanavara,RU,2022-05-14 14:56:01,60.34,102.2797,51.69,57,9,4.92
367,Contamana,PE,2022-05-14 14:56:01,-7.3333,-75.0167,88.7,54,93,2.57
368,Mirante Do Paranapanema,BR,2022-05-14 14:56:01,-22.2919,-51.9064,78.69,47,34,7.65
369,Ndola,ZM,2022-05-14 14:56:02,-12.9587,28.6366,69.98,53,1,4.74
370,Staryy Nadym,RU,2022-05-14 14:56:02,65.6118,72.6842,42.93,99,100,13.6
371,Otradnoye,RU,2022-05-14 14:53:25,59.7775,30.8181,60.04,46,24,8.86
372,Port Blair,IN,2022-05-14 14:57:02,11.6667,92.75,82.44,89,75,4.61
373,Bhongir,IN,2022-05-14 14:57:03,17.5108,78.8889,87.1,51,99,16.04
374,Svetlyy,RU,2022-05-14 14:57:03,54.675,20.1347,57.25,74,12,19.48
375,Russkaya Polyana,UA,2022-05-14 14:57:03,49.417,31.9201,62.91,66,31,12.44
376,Laje,BR,2022-05-14 14:57:04,-10.1833,-40.9667,87.04,36,97,14.12
377,Palmer,US,2022-05-14 14:57:04,42.1584,-72.3287,80.19,62,34,3.0
378,Adjumani,UG,2022-05-14 14:57:04,3.3779,31.7909,87.39,48,85,2.3
379,Kozhva,RU,2022-05-14 14:57:05,65.1073,57.0459,57.27,57,100,11.16
380,Duluth,US,2022-05-14 14:53:32,46.7833,-92.1066,70.34,52,75,6.91
381,Kattivakkam,IN,2022-05-14 14:57:05,13.2167,80.3167,85.06,83,100,15.59
382,Goma,CD,2022-05-14 14:57:06,-1.6792,29.2228,69.08,85,95,0.74
383,Namatanai,PG,2022-05-14 14:57:06,-3.6667,152.4333,78.42,79,29,5.77
384,Rio Grande,BR,2022-05-14 14:57:06,-32.035,-52.0986,64.51,76,100,12.75
385,Santa Cruz,BO,2022-05-14 14:56:50,-17.8,-63.1667,77.05,61,75,8.05
386,Sokoni,TZ,2022-05-14 14:57:07,-6.4333,39.55,84.06,72,49,15.05
387,Ambovombe,MG,2022-05-14 14:57:07,-25.1667,46.0833,70.99,79,0,9.4
388,Berdigestyakh,RU,2022-05-14 14:57:08,62.0989,126.6992,24.78,87,24,8.5
389,Lasa,IT,2022-05-14 14:57:08,46.6166,10.7002,68.68,64,11,3.0
390,Kununurra,AU,2022-05-14 14:57:08,-15.7667,128.7333,75.18,83,84,0.0
391,Aden,YE,2022-05-14 14:54:49,12.7794,45.0367,88.0,64,85,4.63
392,Cururupu,BR,2022-05-14 14:57:09,-1.8283,-44.8683,86.36,66,80,8.05
393,Henties Bay,NA,2022-05-14 14:57:09,-22.116,14.2845,61.68,70,0,10.42
394,Sao Gabriel Da Cachoeira,BR,2022-05-14 14:57:09,-0.1303,-67.0892,84.0,74,20,6.91
395,Bella Union,UY,2022-05-14 14:57:10,-30.2752,-57.6007,65.71,68,3,7.29
396,Halifax,CA,2022-05-14 14:57:10,44.6453,-63.5724,75.52,60,23,8.05
397,Malanje,AO,2022-05-14 14:54:21,-9.5402,16.341,81.19,46,62,3.44
398,Zhigansk,RU,2022-05-14 14:57:10,66.7697,123.3711,22.24,80,10,9.01
399,Sept-Iles,CA,2022-05-14 14:55:01,50.2001,-66.3821,59.52,38,20,10.36
400,Wamba,NG,2022-05-14 14:57:11,8.9333,8.6,92.64,40,92,6.02
401,Trinidad,BO,2022-05-14 14:57:11,-14.8333,-64.9,84.18,70,17,0.0
402,Waipawa,NZ,2022-05-14 14:57:11,-41.4122,175.5153,54.63,94,94,4.99
403,Aberdeen,GB,2022-05-14 14:54:07,57.1437,-2.0981,66.65,56,0,8.05
404,Buala,SB,2022-05-14 14:57:12,-8.145,159.5921,79.48,83,10,0.65
405,San Patricio,US,2022-05-14 14:57:12,28.017,-97.5169,85.06,59,78,10.33
406,Nishihara,JP,2022-05-14 14:57:13,26.1842,127.7558,72.68,94,100,11.5
407,Petropavlovsk-Kamchatskiy,RU,2022-05-14 14:57:13,53.0452,158.6483,37.99,100,100,6.71
408,Westport,US,2022-05-14 14:57:13,41.1415,-73.3579,76.44,87,100,3.44
409,Jalu,LY,2022-05-14 14:57:14,29.0331,21.5482,82.18,20,0,14.36
410,Bulolo,PG,2022-05-14 14:57:14,-7.2,146.65,71.04,97,97,0.74
411,Moree,AU,2022-05-14 14:57:14,-29.4667,149.85,69.64,80,100,5.17
412,Salalah,OM,2022-05-14 14:55:27,17.0151,54.0924,88.3,39,5,4.97
413,Corinto,GR,2022-05-14 14:57:15,37.9407,22.9573,76.41,57,15,3.27
414,Kuopio,FI,2022-05-14 14:57:15,62.8924,27.677,58.95,36,0,3.44
415,Prado,BR,2022-05-14 14:56:54,-17.3411,-39.2208,76.66,85,95,10.6
416,Rocha,UY,2022-05-14 14:57:15,-34.4833,-54.3333,64.99,62,6,5.75
417,Suoyarvi,RU,2022-05-14 14:57:16,62.0833,32.35,55.17,69,98,4.0
418,Sinnamary,GF,2022-05-14 14:58:16,5.3833,-52.95,81.23,84,83,9.06
419,Bud,US,2022-05-14 14:58:17,39.447,-86.1758,81.93,67,19,5.26
420,Chicla,PE,2022-05-14 14:58:17,-11.705,-76.2686,50.34,56,36,0.34
421,Andenes,NO,2022-05-14 14:58:17,69.3143,16.1194,44.58,87,40,12.66
422,Panalingaan,PH,2022-05-14 14:58:18,8.7842,117.4231,80.22,85,97,2.91
423,Saint-Augustin,CA,2022-05-14 14:58:18,51.226,-58.6502,43.48,81,94,5.46
424,Sartana,UA,2022-05-14 14:58:18,47.1744,37.6927,63.05,78,79,10.96
425,Rio Gallegos,AR,2022-05-14 14:58:19,-51.6226,-69.2181,39.25,70,0,11.5
426,Marzuq,YE,2022-05-14 14:58:19,14.4,46.4667,87.8,9,94,13.8
427,Wawa,NG,2022-05-14 14:58:19,9.9022,4.4192,97.84,35,79,5.14
428,Doctor Arroyo,MX,2022-05-14 14:58:20,23.6667,-100.1833,69.98,56,54,4.9
429,Teya,RU,2022-05-14 14:58:20,60.3778,92.6267,50.7,84,5,1.86
430,Sisimiut,GL,2022-05-14 14:58:20,66.9395,-53.6735,26.26,58,74,9.69
431,Phalaborwa,ZA,2022-05-14 14:58:21,-23.943,31.1411,87.08,28,0,5.99
432,Zyryanka,RU,2022-05-14 14:58:21,65.75,150.85,25.11,96,100,11.21
433,Dunedin,NZ,2022-05-14 14:58:22,-45.8742,170.5036,47.8,86,100,1.88
434,Chapais,CA,2022-05-14 14:58:22,49.7834,-74.8492,58.78,64,86,6.31
435,Paita,PE,2022-05-14 14:58:22,-5.0892,-81.1144,70.36,75,33,8.32
436,Wenling,CN,2022-05-14 14:58:23,28.3669,121.36,59.88,79,100,10.69
437,Springbok,ZA,2022-05-14 14:58:23,-29.6643,17.8865,69.82,8,0,2.55
438,Sorong,ID,2022-05-14 14:58:23,-0.8833,131.25,79.11,82,100,2.98
439,Shizuishan,CN,2022-05-14 14:58:24,39.2333,106.7694,57.43,10,2,5.91
440,Wundanyi,KE,2022-05-14 14:58:24,-3.4019,38.364,68.74,60,100,7.9
441,Abnub,EG,2022-05-14 14:58:24,27.2696,31.1511,97.68,15,55,16.22
442,Meulaboh,ID,2022-05-14 14:58:25,4.1363,96.1285,81.21,84,99,3.15
443,Malchin,DE,2022-05-14 14:58:25,53.7333,12.7833,62.98,70,99,15.37
444,Lac Du Bonnet,CA,2022-05-14 14:58:25,50.2536,-96.0612,50.16,66,100,13.73
445,Catabola,AO,2022-05-14 14:58:26,-12.15,17.2833,77.99,38,2,3.65
446,Khani,GE,2022-05-14 14:58:30,41.9563,42.9566,72.97,71,56,1.61
447,Siva,EG,2022-05-14 14:58:30,29.2041,25.5195,86.88,20,0,9.15
448,Cahir,IE,2022-05-14 14:58:31,52.3769,-7.9217,64.92,58,17,2.95
449,Opuwo,NA,2022-05-14 14:58:31,-18.0607,13.84,84.11,17,4,4.83
450,Kruisfontein,ZA,2022-05-14 14:58:31,-34.0033,24.7314,62.89,71,62,10.02
451,Wangqing,CN,2022-05-14 14:58:32,43.3218,129.7634,38.01,93,97,1.32
452,Kastaneai,GR,2022-05-14 14:58:32,41.65,26.4667,78.1,49,92,0.45
453,Alice Springs,AU,2022-05-14 14:58:32,-23.7,133.8833,69.22,32,2,0.0
454,Pangoa,PE,2022-05-14 14:58:33,-12.1167,-73.0,83.44,53,6,2.37
455,Kysyl-Syr,RU,2022-05-14 14:55:24,63.8986,122.7617,24.44,88,7,4.12
456,Soe,ID,2022-05-14 14:58:33,-9.8607,124.284,68.05,94,76,2.24
457,Masterton,NZ,2022-05-14 14:58:33,-40.9597,175.6575,59.88,98,100,1.16
458,Lompoc,US,2022-05-14 14:58:34,34.6391,-120.4579,75.94,76,18,17.0
459,Saint Andrews,US,2022-05-14 14:58:34,34.0454,-81.1293,75.88,64,75,3.44
460,Sobolevo,RU,2022-05-14 14:59:35,54.4299,31.8996,52.77,76,100,11.36
461,Huntsville,US,2022-05-14 14:59:22,34.7304,-86.5861,78.13,71,0,11.5
462,Ferkessedougou,CI,2022-05-14 14:59:35,9.6,-5.2,102.15,28,99,3.13
463,Monte Alegre,BR,2022-05-14 14:59:36,-2.0078,-54.0692,83.93,72,69,5.01
464,Nizwa,OM,2022-05-14 14:59:36,22.9333,57.5333,92.41,17,0,6.87
465,Kyshtovka,RU,2022-05-14 14:59:37,56.555,76.6271,64.74,52,94,4.79
466,Zemio,CF,2022-05-14 14:59:37,5.0314,25.1361,81.0,64,85,7.81
467,Gravdal,NO,2022-05-14 14:59:38,68.1214,13.5031,46.29,87,40,18.41
468,Bilibino,RU,2022-05-14 14:59:38,68.0546,166.4372,31.57,99,100,5.68
469,Yerofey Pavlovich,RU,2022-05-14 14:59:39,53.9667,121.9667,36.03,49,100,5.57
470,Biharamulo,TZ,2022-05-14 14:59:39,-2.6319,31.3089,70.52,80,58,3.38
471,Kenai,US,2022-05-14 14:59:40,60.5544,-151.2583,40.14,63,99,7.02
472,Bandar,ID,2022-05-14 14:59:42,2.05,99.75,75.81,96,100,2.26
473,Lashio,MM,2022-05-14 14:59:42,22.9333,97.75,69.24,93,4,2.1
474,Coelho Neto,BR,2022-05-14 14:59:43,-4.2567,-43.0128,85.35,77,68,5.37
475,Gao,ML,2022-05-14 14:59:43,16.6362,1.637,107.51,5,99,1.39
476,Muzaffarabad,PK,2022-05-14 14:59:48,34.37,73.4711,81.73,14,3,5.28
477,Sao Jose Da Coroa Grande,BR,2022-05-14 14:59:48,-8.8978,-35.1478,83.57,68,87,11.05
478,Porto Belo,BR,2022-05-14 14:59:48,-27.1578,-48.5531,72.68,76,100,7.63
479,Sitka,US,2022-05-14 14:59:49,57.0531,-135.33,42.96,82,79,2.84
480,Kristiansund,NO,2022-05-14 14:59:49,63.1115,7.732,48.25,71,75,20.71
481,Labuhan,ID,2022-05-14 14:59:49,-6.8844,112.2051,81.63,80,96,3.49
482,Omsukchan,RU,2022-05-14 14:57:11,62.5333,155.8,28.04,96,96,7.87
483,Panguna,PG,2022-05-14 14:59:50,-6.3164,155.4848,65.61,92,44,1.43
484,Ust-Koksa,RU,2022-05-14 14:59:50,50.2696,85.6108,55.85,53,13,2.19
485,Manokwari,ID,2022-05-14 14:59:50,-0.8667,134.0833,79.39,78,100,3.49
486,Namtsy,RU,2022-05-14 14:59:51,62.7161,129.6658,28.67,84,27,9.26
487,Bathsheba,BB,2022-05-14 14:59:51,13.2167,-59.5167,82.26,67,100,19.24
488,Catamarca,AR,2022-05-14 14:59:52,-28.4696,-65.7852,64.78,69,1,4.0
489,Nadadores,MX,2022-05-14 14:59:52,27.05,-101.6,80.24,51,0,4.21
490,Khandyga,RU,2022-05-14 14:59:52,62.6667,135.6,34.16,97,94,3.76
491,Dabola,GN,2022-05-14 14:59:53,10.75,-11.1167,104.92,13,54,8.28
492,Beinamar,TD,2022-05-14 14:59:53,8.6698,15.3813,96.33,30,65,4.47
493,San Luis,AR,2022-05-14 14:59:53,-33.295,-66.3356,53.29,87,75,8.05
494,Hammerfest,NO,2022-05-14 14:59:54,70.6634,23.6821,37.35,94,99,5.44
495,Concarneau,FR,2022-05-14 14:59:54,47.875,-3.9225,75.81,72,100,8.88
496,Kaeo,NZ,2022-05-14 14:59:54,-35.1,173.7833,53.33,91,39,4.36
497,Bay Roberts,CA,2022-05-14 14:56:04,47.5999,-53.2648,40.05,88,100,10.0
498,El Dovio,CO,2022-05-14 14:59:55,4.5079,-76.2362,67.82,89,100,2.82
499,Juneau,US,2022-05-14 14:59:55,58.3019,-134.4197,41.85,97,100,1.95
500,Svetlogorsk,BY,2022-05-14 14:59:55,52.6333,29.7333,54.48,77,95,10.98
501,Shache,CN,2022-05-14 15:00:06,38.4167,77.2406,70.14,33,94,16.62
502,Twin Falls,US,2022-05-14 15:00:06,42.3505,-114.6445,52.93,47,87,5.08
503,Kangaba,ML,2022-05-14 15:00:07,11.9333,-8.4167,108.21,6,48,12.73
504,Kamen-Na-Obi,RU,2022-05-14 14:58:50,53.7884,81.3423,64.98,57,81,12.19
505,Presidencia Roque Saenz Pena,AR,2022-05-14 14:58:44,-26.7852,-60.4388,61.39,94,100,3.69
506,Stephenville,US,2022-05-14 14:55:08,32.2207,-98.2023,77.81,74,0,9.22
507,Ambilobe,MG,2022-05-14 15:01:08,-13.2,49.05,74.35,71,0,0.89
508,Yelkhovka,RU,2022-05-14 15:01:08,53.8667,50.2832,63.36,71,98,11.1
509,Jalingo,NG,2022-05-14 15:01:09,8.8833,11.3667,99.34,27,62,1.39
510,Tucuma,BR,2022-05-14 15:01:10,-0.1833,-50.05,83.26,79,75,6.31
511,College,US,2022-05-14 15:01:11,64.8569,-147.8028,35.29,93,75,3.44
512,Shostka,UA,2022-05-14 15:01:12,51.863,33.4698,57.78,68,84,13.33
513,Snasa,NO,2022-05-14 15:01:12,64.2457,12.3778,43.11,85,100,15.1
514,Sorland,NO,2022-05-14 15:01:12,67.667,12.6934,44.46,86,74,22.64
515,Juchen,DE,2022-05-14 15:01:13,51.1,6.5,75.31,48,20,5.75
516,Hervey Bay,AU,2022-05-14 15:01:13,-25.2986,152.8535,73.02,95,9,4.0
517,Dzhuryn,UA,2022-05-14 15:01:14,49.0329,25.5839,58.24,65,81,11.88
518,Usinsk,RU,2022-05-14 15:01:14,65.9939,57.5281,58.39,55,100,17.29
519,Luangwa,ZM,2022-05-14 15:01:14,-15.6167,30.4167,80.82,38,0,4.45
520,Machali,CL,2022-05-14 15:00:51,-34.1833,-70.6667,62.92,39,100,3.67
521,Belaya Gora,RU,2022-05-14 15:01:15,68.5333,146.4167,20.03,94,100,9.6
522,Mana,GF,2022-05-14 15:01:15,5.6592,-53.7767,79.95,89,95,8.52
523,Sur,OM,2022-05-14 15:01:16,22.5667,59.5289,85.6,68,0,8.3
524,Buchanan,LR,2022-05-14 15:01:16,5.8808,-10.0467,85.17,74,49,7.96
525,Meadow Lake,US,2022-05-14 15:01:16,34.8014,-106.5436,72.97,22,0,8.41
526,Lisakovsk,KZ,2022-05-14 15:01:17,52.5369,62.4936,59.92,42,11,11.86
527,Mitsamiouli,KM,2022-05-14 15:01:17,-11.3847,43.2844,80.46,70,3,8.72
528,Praia Da Vitoria,PT,2022-05-14 15:01:17,38.7333,-27.0667,64.65,77,40,27.04
529,Pangody,RU,2022-05-14 15:01:18,65.85,74.4859,42.13,95,94,12.35
530,Atar,MR,2022-05-14 15:01:18,20.5169,-13.0499,108.46,7,100,12.3
531,Rongcheng,CN,2022-05-14 15:01:19,30.634,117.8517,59.65,82,100,2.91
532,Dongsheng,CN,2022-05-14 15:01:19,39.8161,109.9776,49.41,21,28,5.35
533,San Jeronimo,PE,2022-05-14 15:01:19,-11.9472,-75.2829,56.19,58,88,2.62
534,Wanparti,IN,2022-05-14 15:01:20,16.3667,78.0667,90.36,40,95,6.4
535,Kumano,JP,2022-05-14 15:01:20,34.3442,132.5894,56.93,53,86,4.16
536,Barabai,ID,2022-05-14 15:01:20,-2.5833,115.3833,77.13,90,100,1.86
537,Staritsa,RU,2022-05-14 15:01:21,56.5075,34.9354,55.45,56,94,10.25
538,Inhambane,MZ,2022-05-14 15:01:21,-23.865,35.3833,76.98,69,20,9.22
539,Nyurba,RU,2022-05-14 15:01:22,63.2842,118.3319,29.37,82,56,1.16
540,Yarada,IN,2022-05-14 15:01:22,17.65,83.2667,86.32,84,40,4.61
541,Lima,PE,2022-05-14 15:01:26,-12.0432,-77.0282,67.89,76,38,6.11
542,Senanga,ZM,2022-05-14 15:01:26,-16.1167,23.2667,82.99,27,19,6.29
543,Edgewater,US,2022-05-14 15:01:27,28.9889,-80.9023,84.11,74,40,9.22
544,Camopi,GF,2022-05-14 15:01:27,3.1655,-52.3158,83.88,75,88,2.71
545,Arlit,NE,2022-05-14 15:01:28,18.7369,7.3853,105.37,6,1,3.36
546,Kibala,TD,2022-05-14 15:01:28,9.1104,18.3463,100.63,26,96,2.37
547,Aksu,CN,2022-05-14 15:00:26,41.1231,80.2644,70.03,37,100,4.52
548,Revda,RU,2022-05-14 15:01:28,56.801,59.9303,51.42,68,58,6.91
549,Micomeseng,GQ,2022-05-14 15:01:29,2.1462,10.6164,77.0,94,90,3.0
550,Marck,FR,2022-05-14 15:01:29,50.949,1.9433,65.97,72,20,4.34
551,Nelson Bay,AU,2022-05-14 15:01:29,-32.7167,152.15,66.09,97,5,6.64
552,Lakatoro,VU,2022-05-14 15:02:30,-16.0999,167.4164,76.41,74,77,8.86
553,Sarkand,KZ,2022-05-14 15:02:30,45.41,79.9186,58.46,84,98,1.14
554,Ahuimanu,US,2022-05-14 15:02:30,21.4447,-157.8378,74.91,82,100,11.5
555,Tiznit,MA,2022-05-14 15:02:31,29.5833,-9.5,84.6,28,43,9.48
556,Kupang,ID,2022-05-14 15:02:31,-10.1667,123.5833,78.26,87,10,6.91
557,Camacha,PT,2022-05-14 15:02:32,33.0833,-16.3333,67.42,68,20,16.11
558,Pecos,US,2022-05-14 15:01:05,31.4229,-103.4932,66.29,24,0,4.61
